accession	target_id	is_query_self	full_evalue	full_score	full_bias	domain_rows	reported_domain_count	best_domain_evalue	best_domain_score	query_length	target_length	query_union_aligned_residues	target_union_aligned_residues	query_coverage	target_coverage	reviewed	entry_name	protein_names	gene_names	organism	organism_id	metadata_length
A0A2M9CUV7	tr|A0A2M9CUV7|A0A2M9CUV7_9BACT	no	5.4e-21	73.2	0.0	1	1	7.4e-21	72.7	251	277	189	184	0.7530	0.6643	unreviewed	A0A2M9CUV7_9BACT	SAM-dependent chlorinase/fluorinase	BXY57_1289	Thermoflavifilum aggregans	454188	277
A0ABR7M3B7	tr|A0ABR7M3B7|A0ABR7M3B7_9BACT	no	5.4e-21	73.2	0.0	1	1	8.6e-21	72.5	251	273	192	189	0.7649	0.6923	unreviewed	A0ABR7M3B7_9BACT	SAM-dependent chlorinase/fluorinase	BC349_00055	Flavihumibacter stibioxidans	1834163	273
A0ABX2FUD0	tr|A0ABX2FUD0|A0ABX2FUD0_9BACT	no	5.6e-21	73.1	0.0	1	1	7.7e-21	72.7	251	254	186	179	0.7410	0.7047	unreviewed	A0ABX2FUD0_9BACT	SAM-dependent chlorinase/fluorinase	HNP98_002945	Hymenobacter caeli	2735894	254
E3J4N8	tr|E3J4N8|E3J4N8_PSEI1	no	6.1e-21	73.0	0.0	2	2	3.2e-14	51.0	251	338	175	178	0.6972	0.5266	unreviewed	E3J4N8_PSEI1	SAM-dependent chlorinase/fluorinase	FraEuI1c_6318	Pseudofrankia inefficax (strain DSM 45817 / CECT 9037 / DDB 130130 / EuI1c) (Frankia inefficax)	298654	338
A0A4Q5LF97	tr|A0A4Q5LF97|A0A4Q5LF97_9BACT	no	6.1e-21	73.0	0.0	1	1	8e-21	72.6	251	253	185	176	0.7371	0.6957	unreviewed	A0A4Q5LF97_9BACT	SAM-dependent chlorinase/fluorinase	EWM57_10765	Hymenobacter persicinus	2025506	253
A0ABU7RGB3	tr|A0ABU7RGB3|A0ABU7RGB3_9BACT	no	6.6e-21	72.9	0.1	1	1	1e-20	72.3	251	275	198	192	0.7888	0.6982	unreviewed	A0ABU7RGB3_9BACT	SAM-dependent chlorinase/fluorinase	V2H41_06825	Niabella digestorum	3117701	275
A0ABZ2EJU9	tr|A0ABZ2EJU9|A0ABZ2EJU9_9BACT	no	6.6e-21	72.9	0.1	1	1	1e-20	72.3	251	275	198	192	0.7888	0.6982	unreviewed	A0ABZ2EJU9_9BACT	Adenosyl-chloride synthase (EC 2.5.1.94)	salL PIECOFPK_01419	Mycovorax composti	2962693	275
A0A2W2AJS8	tr|A0A2W2AJS8|A0A2W2AJS8_9BACT	no	7.4e-21	72.7	0.0	1	1	4.2e-17	60.4	251	305	104	104	0.4143	0.3410	unreviewed	A0A2W2AJS8_9BACT	SAM-dependent chlorinase/fluorinase	DN068_05475	Taibaiella soli	1649169	305
A0A4R1BP52	tr|A0A4R1BP52|A0A4R1BP52_9BACT	no	8.3e-21	72.6	0.1	1	1	1.5e-20	71.8	251	269	192	188	0.7649	0.6989	unreviewed	A0A4R1BP52_9BACT	SAM-dependent chlorinase/fluorinase	EPD60_02805	Flaviaestuariibacter flavus	2502780	269
A0ABS8ABL6	tr|A0ABS8ABL6|A0ABS8ABL6_9BACT	no	8.9e-21	72.5	0.0	1	1	1.3e-20	71.9	251	256	212	213	0.8446	0.8320	unreviewed	A0ABS8ABL6_9BACT	SAM-dependent chlorinase/fluorinase	LGH70_09505	Hymenobacter nitidus	2880929	256
A0A1G1TLY9	tr|A0A1G1TLY9|A0A1G1TLY9_9BACT	no	9.3e-21	72.4	0.0	1	1	1.4e-20	71.8	251	256	186	179	0.7410	0.6992	unreviewed	A0A1G1TLY9_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	BEN49_17940	Hymenobacter coccineus	1908235	256
A0A418QN29	tr|A0A418QN29|A0A418QN29_9BACT	no	9.7e-21	72.3	0.0	1	1	1.4e-20	71.8	251	256	213	216	0.8486	0.8438	unreviewed	A0A418QN29_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	D0T11_18310	Hymenobacter rubripertinctus	2029981	256
W0F070	tr|W0F070|W0F070_9BACT	no	9.9e-21	72.3	0.3	1	1	1.4e-20	71.8	251	275	189	185	0.7530	0.6727	unreviewed	W0F070_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	NIASO_06085	Niabella soli DSM 19437	929713	275
A0ABP7S0B0	tr|A0ABP7S0B0|A0ABP7S0B0_9BACT	no	1.1e-20	72.2	0.0	1	1	1.4e-20	71.9	251	253	185	176	0.7371	0.6957	unreviewed	A0ABP7S0B0_9BACT	SAM-dependent chlorinase/fluorinase	GCM10022408_15520	Hymenobacter fastidiosus	486264	253
A0A4R7EVJ2	tr|A0A4R7EVJ2|A0A4R7EVJ2_9FLAO	no	1.1e-20	72.2	0.1	1	1	1.5e-20	71.7	251	278	185	179	0.7371	0.6439	unreviewed	A0A4R7EVJ2_9FLAO	S-adenosyl-l-methionine hydroxide adenosyltransferase	C8P70_13612	Myroides indicus	1323422	278
A0ABY4D323	tr|A0ABY4D323|A0ABY4D323_9BACT	no	1.2e-20	72.1	0.0	1	1	1.5e-20	71.8	251	279	185	179	0.7371	0.6416	unreviewed	A0ABY4D323_9BACT	SAM-dependent chlorinase/fluorinase	MTX78_06790	Hymenobacter tibetensis	497967	279
A0ABQ3I828	tr|A0ABQ3I828|A0ABQ3I828_9BACT	no	1.2e-20	72.0	0.1	1	1	1.7e-20	71.5	251	251	189	178	0.7530	0.7092	unreviewed	A0ABQ3I828_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	GCM10011340_20370	Roseivirga thermotolerans	1758176	251
A0A1I7MXD7	tr|A0A1I7MXD7|A0A1I7MXD7_9BACT	no	1.2e-20	72.0	0.0	1	1	1.7e-20	71.5	251	282	189	184	0.7530	0.6525	unreviewed	A0A1I7MXD7_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN05660895_0033	Thermoflavifilum thermophilum	1393122	282
A0ABY7PPQ9	tr|A0ABY7PPQ9|A0ABY7PPQ9_9BACT	no	1.4e-20	71.8	0.0	1	1	2e-20	71.3	251	258	185	179	0.7371	0.6938	unreviewed	A0ABY7PPQ9_9BACT	SAM-dependent chlorinase/fluorinase	O9Z63_03180	Hymenobacter yonginensis	748197	258
I3YGC3	tr|I3YGC3|I3YGC3_THIV6	no	1.5e-20	71.8	0.0	1	1	2.3e-20	71.1	251	255	246	239	0.9801	0.9373	unreviewed	I3YGC3_THIV6	SAM-dependent chlorinase/fluorinase	Thivi_4228	Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111) (Chromatium violascens)	765911	255
G2E0F0	tr|G2E0F0|G2E0F0_9GAMM	no	1.5e-20	71.8	0.0	1	1	2.3e-20	71.1	251	250	187	176	0.7450	0.7040	unreviewed	G2E0F0_9GAMM	SAM-dependent chlorinase/fluorinase	ThidrDRAFT_1763	Thiorhodococcus drewsii AZ1	765913	250
A0A098SCP7	tr|A0A098SCP7|A0A098SCP7_9BACT	no	1.5e-20	71.7	0.0	1	1	1.8e-20	71.4	251	257	188	183	0.7490	0.7121	unreviewed	A0A098SCP7_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	IX84_00790	Phaeodactylibacter xiamenensis	1524460	257
A0A9X1B952	tr|A0A9X1B952|A0A9X1B952_9GAMM	no	1.5e-20	71.7	0.0	1	1	2.4e-20	71.1	251	259	242	234	0.9641	0.9035	unreviewed	A0A9X1B952_9GAMM	SAM-dependent chlorinase/fluorinase	CKO25_13305	Thiocapsa imhoffii	382777	259
A0A173MDS8	tr|A0A173MDS8|A0A173MDS8_9BACT	no	1.6e-20	71.7	0.0	1	1	2e-20	71.3	251	273	193	187	0.7689	0.6850	unreviewed	A0A173MDS8_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN05421788_108269	Filimonas lacunae	477680	273
A0ABZ0W6Y1	tr|A0ABZ0W6Y1|A0ABZ0W6Y1_9BACT	no	1.6e-20	71.7	0.1	1	1	2.4e-20	71.1	251	275	191	185	0.7610	0.6727	unreviewed	A0ABZ0W6Y1_9BACT	SAM-dependent chlorinase/fluorinase	U0035_19105	Niabella yanshanensis	577386	275
A0A2G0CDU6	tr|A0A2G0CDU6|A0A2G0CDU6_9BACT	no	1.6e-20	71.6	0.0	1	1	2.3e-20	71.1	251	255	185	177	0.7371	0.6941	unreviewed	A0A2G0CDU6_9BACT	SAM-dependent chlorinase/fluorinase	CGL56_12450	Neolewinella marina	438751	255
A0A1G8GLC5	tr|A0A1G8GLC5|A0A1G8GLC5_9FLAO	no	2.2e-20	71.2	0.5	1	1	3.7e-20	70.4	251	278	186	180	0.7410	0.6475	unreviewed	A0A1G8GLC5_9FLAO	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN05421818_12917	Myroides phaeus	702745	278
A0ABV3ZHQ0	tr|A0ABV3ZHQ0|A0ABV3ZHQ0_9BACT	no	2.3e-20	71.1	0.0	1	1	3.1e-20	70.7	251	273	197	190	0.7849	0.6960	unreviewed	A0ABV3ZHQ0_9BACT	SAM-dependent chlorinase/fluorinase	QTN47_18135	Danxiaibacter flavus	3049108	273
A0A1I4QPY6	tr|A0A1I4QPY6|A0A1I4QPY6_9BACT	no	2.4e-20	71.1	0.0	2	2	1.8e-10	38.7	251	303	183	196	0.7291	0.6469	unreviewed	A0A1I4QPY6_9BACT	Adenosyl-fluoride synthase	SAMN05660836_00159	Thermodesulforhabdus norvegica	39841	303
A0ABU3TIZ4	tr|A0ABU3TIZ4|A0ABU3TIZ4_9BACT	no	2.5e-20	71.0	0.0	1	1	4.2e-20	70.3	251	256	186	180	0.7410	0.7031	unreviewed	A0ABU3TIZ4_9BACT	SAM-dependent chlorinase/fluorinase	ROI90_13065	Hymenobacter endophyticus	3076335	256
A0ABY5PAA6	tr|A0ABY5PAA6|A0ABY5PAA6_9LACT	no	3.5e-20	70.5	0.0	1	1	4.4e-20	70.2	251	259	169	176	0.6733	0.6795	unreviewed	A0ABY5PAA6_9LACT	SAM-dependent chlorinase/fluorinase	NRE15_12330	Fundicoccus culcitae	2969821	259
A0A4R8DF43	tr|A0A4R8DF43|A0A4R8DF43_9BACT	no	3.6e-20	70.5	0.1	1	1	5.6e-20	69.9	251	275	192	189	0.7649	0.6873	unreviewed	A0A4R8DF43_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EDB95_4028	Dinghuibacter silviterrae	1539049	275
A0A4Z0PKU4	tr|A0A4Z0PKU4|A0A4Z0PKU4_9BACT	no	3.8e-20	70.4	0.0	1	1	5.2e-20	70.0	251	258	185	179	0.7371	0.6938	unreviewed	A0A4Z0PKU4_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	E5J99_15230	Hymenobacter elongatus	877208	258
A0A5C7FPJ2	tr|A0A5C7FPJ2|A0A5C7FPJ2_9BACT	no	4.1e-20	70.3	0.0	1	1	5.5e-20	69.9	251	285	188	180	0.7490	0.6316	unreviewed	A0A5C7FPJ2_9BACT	SAM-dependent chlorinase/fluorinase	FUA23_15325	Neolewinella aurantiaca	2602767	285
A0ABT6ZNB1	tr|A0ABT6ZNB1|A0ABT6ZNB1_9ACTN	no	4.1e-20	70.3	0.0	2	2	2.8e-09	34.8	251	286	180	185	0.7171	0.6469	unreviewed	A0ABT6ZNB1_9ACTN	Fluorinase (EC 2.5.1.63)	NMN56_000900	Streptomyces iconiensis	1384038	286
A0A7G5XJ84	tr|A0A7G5XJ84|A0A7G5XJ84_9BACT	no	4.3e-20	70.2	0.0	1	1	6e-20	69.8	251	273	190	186	0.7570	0.6813	unreviewed	A0A7G5XJ84_9BACT	SAM-dependent chlorinase/fluorinase	H4075_04865	Lacibacter sediminis	2760713	273
A0A401XMS4	tr|A0A401XMS4|A0A401XMS4_9FLAO	no	4.3e-20	70.2	0.0	1	1	5.9e-20	69.8	251	277	195	194	0.7769	0.7004	unreviewed	A0A401XMS4_9FLAO	SAM-dependent chlorinase/fluorinase	JCM31826_17680	Thermaurantimonas aggregans	2173829	277
A0A238ZJ17	tr|A0A238ZJ17|A0A238ZJ17_9BACT	no	4.7e-20	70.1	0.0	1	1	6e-20	69.8	251	258	185	179	0.7371	0.6938	unreviewed	A0A238ZJ17_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN06269173_10889	Hymenobacter mucosus	1411120	258
A0A0L8AKI0	tr|A0A0L8AKI0|A0A0L8AKI0_9BACT	no	5.2e-20	70.0	0.0	1	1	6.9e-20	69.6	251	255	186	180	0.7410	0.7059	unreviewed	A0A0L8AKI0_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	OB69_10550	Roseivirga seohaensis subsp. aquiponti	1566026	255
A0ABX0XEH4	tr|A0ABX0XEH4|A0ABX0XEH4_9BACT	no	5.4e-20	69.9	0.1	1	1	7.2e-20	69.5	251	260	190	182	0.7570	0.7000	unreviewed	A0ABX0XEH4_9BACT	Adenosyl-chloride synthase	GGR27_003233	Neolewinella antarctica	442734	260
A0A2Z3GQJ3	tr|A0A2Z3GQJ3|A0A2Z3GQJ3_9BACT	no	6.5e-20	69.6	0.0	1	1	1.2e-19	68.8	251	256	236	238	0.9402	0.9297	unreviewed	A0A2Z3GQJ3_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	DDQ68_22035	Hymenobacter nivis	1850093	256
A0ABR5VI55	tr|A0ABR5VI55|A0ABR5VI55_MARGR	no	6.9e-20	69.6	0.0	1	1	9.8e-20	69.1	251	246	247	234	0.9841	0.9512	unreviewed	A0ABR5VI55_MARGR	SAM-dependent chlorinase/fluorinase	AY586_11895	Marichromatium gracile (Chromatium gracile)	1048	246
A0A8J2XQ24	tr|A0A8J2XQ24|A0A8J2XQ24_9BACT	no	7.3e-20	69.5	0.0	1	1	1.2e-19	68.8	251	273	240	246	0.9562	0.9011	unreviewed	A0A8J2XQ24_9BACT	SAM-dependent chlorinase/fluorinase	fjo14 GCM10011511_00370	Puia dinghuensis	1792502	273
A0A378RPD5	tr|A0A378RPD5|A0A378RPD5_MYROD	no	7.4e-20	69.5	0.0	1	1	1.2e-19	68.8	251	275	185	179	0.7371	0.6509	unreviewed	A0A378RPD5_MYROD	S-adenosyl-l-methionine hydroxide adenosyltransferase	NCTC11179_01752	Myroides odoratus (Flavobacterium odoratum)	256	275
A0A5C8KDC2	tr|A0A5C8KDC2|A0A5C8KDC2_9BACT	no	7.5e-20	69.4	0.0	1	1	8e-20	69.3	251	258	185	179	0.7371	0.6938	unreviewed	A0A5C8KDC2_9BACT	SAM-dependent chlorinase/fluorinase	FVR03_04805	Pontibacter qinzhouensis	2603253	258
A0A5M6CEA8	tr|A0A5M6CEA8|A0A5M6CEA8_9BACT	no	8.2e-20	69.3	0.1	1	1	1.2e-18	65.5	251	261	241	244	0.9602	0.9349	unreviewed	A0A5M6CEA8_9BACT	SAM-dependent chlorinase/fluorinase	F0919_12255	Taibaiella lutea	2608001	261
A0ABV4BCZ3	tr|A0ABV4BCZ3|A0ABV4BCZ3_9GAMM	no	8.4e-20	69.3	0.0	1	1	1e-19	69.0	251	249	188	177	0.7490	0.7108	unreviewed	A0ABV4BCZ3_9GAMM	SAM-dependent chlorinase/fluorinase	ABC977_03035	Thioalkalicoccus limnaeus	120681	249
A0A4V2F1Y2	tr|A0A4V2F1Y2|A0A4V2F1Y2_9BACT	no	1.1e-19	68.9	0.0	1	1	1.8e-19	68.2	251	271	192	189	0.7649	0.6974	unreviewed	A0A4V2F1Y2_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EV199_1231	Pseudobacter ginsenosidimutans	661488	271
A0ABV0LIV6	tr|A0ABV0LIV6|A0ABV0LIV6_9PSEU	no	1.1e-19	68.8	0.0	2	2	9.7e-10	36.3	251	287	180	184	0.7171	0.6411	unreviewed	A0ABV0LIV6_9PSEU	Fluorinase (EC 2.5.1.63)	ABJI51_24360	Amycolatopsis melonis	3156488	287
A0A562SEM4	tr|A0A562SEM4|A0A562SEM4_9BACT	no	1.2e-19	68.8	0.0	1	1	1.4e-19	68.6	251	273	189	185	0.7530	0.6777	unreviewed	A0A562SEM4_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	IQ13_3717	Lacibacter cauensis	510947	273
A0A7Y0AFM3	tr|A0A7Y0AFM3|A0A7Y0AFM3_9BACT	no	1.4e-19	68.5	0.0	1	1	2.9e-19	67.5	251	273	232	251	0.9243	0.9194	unreviewed	A0A7Y0AFM3_9BACT	SAM-dependent chlorinase/fluorinase	HHL22_13905	Hymenobacter polaris	2682546	273
A0ABZ2Z1F3	tr|A0ABZ2Z1F3|A0ABZ2Z1F3_9BACT	no	1.5e-19	68.4	0.0	1	1	2.1e-19	68.0	251	274	238	244	0.9482	0.8905	unreviewed	A0ABZ2Z1F3_9BACT	SAM-dependent chlorinase/fluorinase	WJU22_20530	Chitinophaga caseinilytica	2267521	274
A0ABP7NWI9	tr|A0ABP7NWI9|A0ABP7NWI9_9BACT	no	1.8e-19	68.2	0.0	1	1	2.9e-19	67.5	251	253	236	236	0.9402	0.9328	unreviewed	A0ABP7NWI9_9BACT	SAM-dependent chlorinase/fluorinase	GCM10022406_41230	Hymenobacter algoricola	486267	253
A0A1N6DQX0	tr|A0A1N6DQX0|A0A1N6DQX0_9BACT	no	1.9e-19	68.2	0.0	1	1	2.6e-19	67.7	251	274	238	244	0.9482	0.8905	unreviewed	A0A1N6DQX0_9BACT	SAM-dependent chlorinase/fluorinase	SAMN04488055_1000	Chitinophaga niabensis	536979	274
H8Z347	tr|H8Z347|H8Z347_9GAMM	no	1.9e-19	68.2	0.0	1	1	3.5e-19	67.2	251	273	241	236	0.9602	0.8645	unreviewed	H8Z347_9GAMM	SAM-dependent chlorinase/fluorinase	Thi970DRAFT_01984	Thiorhodovibrio frisius	631362	273
A0A8T9SVQ1	tr|A0A8T9SVQ1|A0A8T9SVQ1_9BACT	no	2.2e-19	67.9	0.0	1	1	3.1e-19	67.4	251	264	185	178	0.7371	0.6742	unreviewed	A0A8T9SVQ1_9BACT	SAM-dependent chlorinase/fluorinase	MUN82_12815	Hymenobacter aerilatus	2932251	264
A0A3M9NCX9	tr|A0A3M9NCX9|A0A3M9NCX9_9BACT	no	2.2e-19	67.9	0.2	1	1	2.8e-19	67.6	251	275	189	185	0.7530	0.6727	unreviewed	A0A3M9NCX9_9BACT	SAM-dependent chlorinase/fluorinase	EFY79_11950	Hanamia caeni	2294116	275
A0ABQ1WNU4	tr|A0ABQ1WNU4|A0ABQ1WNU4_9BACT	no	2.4e-19	67.8	0.0	1	1	3.4e-19	67.3	251	259	185	179	0.7371	0.6911	unreviewed	A0ABQ1WNU4_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	GCM10011378_09490	Hymenobacter glacieicola	1562124	259
A0A3N4MQD9	tr|A0A3N4MQD9|A0A3N4MQD9_9BACT	no	2.6e-19	67.7	0.0	1	1	4.1e-19	67.0	251	274	239	245	0.9522	0.8942	unreviewed	A0A3N4MQD9_9BACT	SAM-dependent chlorinase/fluorinase	EG028_06930	Chitinophaga barathri	1647451	274
A0A3E1Y234	tr|A0A3E1Y234|A0A3E1Y234_9BACT	no	3e-19	67.5	0.0	1	1	4e-19	67.0	251	275	189	185	0.7530	0.6727	unreviewed	A0A3E1Y234_9BACT	SAM-dependent chlorinase/fluorinase	DVR12_27260	Chitinophaga silvatica	2282649	275
A0A6N8JCC1	tr|A0A6N8JCC1|A0A6N8JCC1_9BACT	no	3e-19	67.5	0.0	1	1	3.8e-19	67.1	251	275	195	189	0.7769	0.6873	unreviewed	A0A6N8JCC1_9BACT	SAM-dependent chlorinase/fluorinase	GO495_16435	Chitinophaga oryziterrae	1031224	275
A0A2T7BHK2	tr|A0A2T7BHK2|A0A2T7BHK2_9BACT	no	3.1e-19	67.4	0.0	1	1	4.1e-19	67.0	251	275	191	187	0.7610	0.6800	unreviewed	A0A2T7BHK2_9BACT	SAM-dependent chlorinase/fluorinase	DCC81_15905	Chitinophaga parva	2169414	275
A0ABZ0S919	tr|A0ABZ0S919|A0ABZ0S919_9GAMM	no	3.4e-19	67.3	0.0	1	1	6.7e-19	66.3	251	277	183	175	0.7291	0.6318	unreviewed	A0ABZ0S919_9GAMM	S-adenosyl-l-methionine hydroxide adenosyltransferase	Thiowin_01730	Thiorhodovibrio winogradskyi	77007	277
A0A847SVC6	tr|A0A847SVC6|A0A847SVC6_9BACT	no	4.6e-19	66.9	0.0	1	1	6e-19	66.5	251	275	189	185	0.7530	0.6727	unreviewed	A0A847SVC6_9BACT	SAM-dependent chlorinase/fluorinase	HGH91_25685	Chitinophaga eiseniae	634771	275
A0ABM9AWE9	tr|A0ABM9AWE9|A0ABM9AWE9_9BACT	no	4.6e-19	66.9	0.0	1	1	1.1e-18	65.6	251	259	185	177	0.7371	0.6834	unreviewed	A0ABM9AWE9_9BACT	Adenosyl-chloride synthase (EC 2.5.1.94)	salL LEM8419_00332	Neolewinella maritima	1383882	259
A0A4Q1CNJ6	tr|A0A4Q1CNJ6|A0A4Q1CNJ6_9BACT	no	4.7e-19	66.8	0.0	1	1	5.5e-19	66.6	251	273	189	185	0.7530	0.6777	unreviewed	A0A4Q1CNJ6_9BACT	SAM-dependent chlorinase/fluorinase	ESA94_06605	Lacibacter luteus	2508719	273
A0A560GWD1	tr|A0A560GWD1|A0A560GWD1_9PROT	no	5e-19	66.7	0.0	1	1	7.7e-19	66.1	251	287	184	205	0.7331	0.7143	unreviewed	A0A560GWD1_9PROT	S-adenosyl-l-methionine hydroxide adenosyltransferase	FBZ90_113104	Nitrospirillum amazonense	28077	287
A0A2W7SGD7	tr|A0A2W7SGD7|A0A2W7SGD7_9BACT	no	5e-19	66.7	0.0	1	1	7.5e-19	66.2	251	274	190	183	0.7570	0.6679	unreviewed	A0A2W7SGD7_9BACT	SAM-dependent chlorinase/fluorinase	LX80_00462	Hydrotalea sandarakina	1004304	274
A0A502HEV4	tr|A0A502HEV4|A0A502HEV4_9BACT	no	5.3e-19	66.7	0.0	1	1	8.6e-19	66.0	251	256	185	178	0.7371	0.6953	unreviewed	A0A502HEV4_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	EAH73_01600	Hymenobacter nivis	1850093	256
A0A560FJ20	tr|A0A560FJ20|A0A560FJ20_9PROT	no	5.5e-19	66.6	0.0	1	1	1e-18	65.7	251	286	184	204	0.7331	0.7133	unreviewed	A0A560FJ20_9PROT	S-adenosyl-l-methionine hydroxide adenosyltransferase	FBZ88_118117	Nitrospirillum amazonense	28077	286
A0A0E9N141	tr|A0A0E9N141|A0A0E9N141_9BACT	no	5.6e-19	66.6	0.0	1	1	8.8e-19	65.9	251	273	189	185	0.7530	0.6777	unreviewed	A0A0E9N141_9BACT	SAM-dependent chlorinase/fluorinase	FPE01S_02_08530	Flavihumibacter petaseus NBRC 106054	1220578	273
A0ABQ1UHN2	tr|A0ABQ1UHN2|A0ABQ1UHN2_9BACT	no	6.2e-19	66.4	0.0	1	1	9.1e-19	65.9	251	262	185	177	0.7371	0.6756	unreviewed	A0ABQ1UHN2_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	GCM10011383_32960	Hymenobacter cavernae	2044852	262
A0ABW4YBP4	tr|A0ABW4YBP4|A0ABW4YBP4_9GAMM	no	6.7e-19	66.3	0.0	1	1	1.2e-18	65.5	251	250	186	175	0.7410	0.7000	unreviewed	A0ABW4YBP4_9GAMM	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFSJC_11890	Thiorhodococcus fuscus	527200	250
A0A1E5SK45	tr|A0A1E5SK45|A0A1E5SK45_9BACT	no	6.7e-19	66.3	0.0	1	1	1.5e-18	65.2	251	255	185	175	0.7371	0.6863	unreviewed	A0A1E5SK45_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	BFP71_07815	Roseivirga misakiensis	1563681	255
A0ABR7ML37	tr|A0ABR7ML37|A0ABR7ML37_9BACT	no	7e-19	66.3	0.0	1	1	8.3e-19	66.0	251	264	185	178	0.7371	0.6742	unreviewed	A0ABR7ML37_9BACT	SAM-dependent chlorinase/fluorinase	H8B15_12600	Hymenobacter citatus	2763506	264
A0ABS3TDD0	tr|A0ABS3TDD0|A0ABS3TDD0_9BACT	no	7.2e-19	66.2	0.0	1	1	1e-18	65.7	251	264	184	177	0.7331	0.6705	unreviewed	A0ABS3TDD0_9BACT	SAM-dependent chlorinase/fluorinase	J4D97_13500	Hymenobacter defluvii	2054411	264
A0ABS6WUL0	tr|A0ABS6WUL0|A0ABS6WUL0_9BACT	no	7.2e-19	66.2	0.0	1	1	1e-18	65.7	251	264	184	177	0.7331	0.6705	unreviewed	A0ABS6WUL0_9BACT	SAM-dependent chlorinase/fluorinase	KYK14_01745	Hymenobacter profundi	1982110	264
A0ABT3IP61	tr|A0ABT3IP61|A0ABT3IP61_9BACT	no	7.5e-19	66.2	0.0	1	1	1e-18	65.7	251	275	189	185	0.7530	0.6727	unreviewed	A0ABT3IP61_9BACT	SAM-dependent chlorinase/fluorinase	OL497_16825	Chitinophaga nivalis	2991709	275
A0A5B2WM47	tr|A0A5B2WM47|A0A5B2WM47_9PSEU	no	7.7e-19	66.1	0.0	2	2	2.5e-09	35.0	251	300	185	190	0.7371	0.6333	unreviewed	A0A5B2WM47_9PSEU	Fluorinase (EC 2.5.1.63)	F0L68_34365	Solihabitans fulvus	1892852	300
A0A4Q1DAZ5	tr|A0A4Q1DAZ5|A0A4Q1DAZ5_9BACT	no	7.7e-19	66.1	0.0	1	1	1.3e-18	65.4	251	274	189	185	0.7530	0.6752	unreviewed	A0A4Q1DAZ5_9BACT	SAM-dependent chlorinase/fluorinase	ESB13_07370	Filimonas effusa	2508721	274
A0A2S6I2B8	tr|A0A2S6I2B8|A0A2S6I2B8_9BACT	no	9.8e-19	65.8	0.1	1	1	1.6e-18	65.1	251	293	185	177	0.7371	0.6041	unreviewed	A0A2S6I2B8_9BACT	Uncharacterized protein	CLV84_2202	Neolewinella xylanilytica	1514080	293
A0A9E2SBU4	tr|A0A9E2SBU4|A0A9E2SBU4_9BACT	no	1.1e-18	65.6	0.0	1	1	1.7e-18	65.0	251	273	238	244	0.9482	0.8938	unreviewed	A0A9E2SBU4_9BACT	SAM-dependent chlorinase/fluorinase	KTO63_21105	Pinibacter aurantiacus	2851599	273
A0A5P2G7Q4	tr|A0A5P2G7Q4|A0A5P2G7Q4_9BACT	no	1.3e-18	65.4	0.7	1	1	2.1e-18	64.7	251	298	189	185	0.7530	0.6208	unreviewed	A0A5P2G7Q4_9BACT	SAM-dependent chlorinase/fluorinase	E0W69_011360	Rhizosphaericola mali	2545455	298
A0A5J5IIV1	tr|A0A5J5IIV1|A0A5J5IIV1_9BACT	no	1.3e-18	65.4	0.1	1	1	1.7e-18	65.0	251	275	189	185	0.7530	0.6727	unreviewed	A0A5J5IIV1_9BACT	SAM-dependent chlorinase/fluorinase	FW778_01385	Ginsengibacter hankyongi	2607284	275
A0ABZ2YMM3	tr|A0ABZ2YMM3|A0ABZ2YMM3_9BACT	no	1.3e-18	65.3	0.0	1	1	1.9e-18	64.8	251	274	237	243	0.9442	0.8869	unreviewed	A0ABZ2YMM3_9BACT	SAM-dependent chlorinase/fluorinase	WJU16_23950	Chitinophaga pollutisoli	3133966	274
A0A1A9I234	tr|A0A1A9I234|A0A1A9I234_9BACT	no	1.4e-18	65.3	0.4	1	1	2.1e-18	64.7	251	275	189	185	0.7530	0.6727	unreviewed	A0A1A9I234_9BACT	SAM-dependent chlorinase/fluorinase	A8C56_12725	Niabella ginsenosidivorans	1176587	275
